villes,fourmis,iterations,alpha,beta,Q,evaporation,meilleureDistance,tempsExecution
25,100,50,1.0,1.0,10.0,0.5,431.7901144312306,1.8369177340000533
25,100,50,1.0,1.0,11.0,0.5,432.7746783894347,1.743286366000575
25,100,50,1.0,1.0,12.0,0.5,431.7901144312305,1.7387287269993976
25,100,50,1.0,1.0,13.0,0.5,433.2038472091074,1.7367685569997775
25,100,50,1.0,1.0,14.0,0.5,432.7744900405857,1.7442244199992274
25,100,50,1.0,1.0,15.0,0.5,437.07684622522004,1.7263519280004402
